name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Hyundai Accent GLE CNG,2009,160000,70000,Other,Individual,Manual,3,Hyundai,11,5833
Maruti Zen Estilo LXI BSIII,2007,100000,80000,Petrol,Individual,Manual,3,Maruti,13,5714
Maruti Swift Dzire LDI,2014,390000,110000,Diesel,Individual,Manual,2,Maruti,6,15714
Hyundai i20 1.2 Spotz,2017,400000,50000,Petrol,Individual,Manual,1,Hyundai,3,12500
Tata Tigor 1.2 Revotron XM,2018,509999,5000,Petrol,Individual,Manual,1,Tata,2,1666
Hyundai i10 Magna 1.1,2008,150000,90000,Petrol,Individual,Manual,3,Hyundai,12,6923
Hyundai Santro Xing GLS,2009,110000,120000,Petrol,Individual,Manual,1,Hyundai,11,10000
Nissan Sunny Diesel XV,2013,450000,80000,Diesel,Individual,Manual,1,Nissan,7,10000
Hyundai i20 1.2 Spotz,2017,400000,38000,Petrol,Individual,Manual,2,Hyundai,3,9500
Hyundai Santro Xing GLS,2009,140000,120000,Petrol,Individual,Manual,1,Hyundai,11,10000
Tata Indigo CR4,2011,130000,90000,Diesel,Individual,Manual,1,Tata,9,9000
Maruti Alto 800 LXI,2017,160000,50000,Petrol,Individual,Manual,1,Maruti,3,12500
Maruti Alto 800 LXI,2016,150000,60000,Petrol,Individual,Manual,1,Maruti,4,12000
Mahindra XUV500 W8 2WD,2013,500000,100000,Diesel,Individual,Manual,2,Mahindra,7,12500
Tata Nano Std,2011,40000,19000,Petrol,Individual,Manual,1,Tata,9,1900
Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000,200000,Diesel,Individual,Manual,3,Chevrolet,14,13333
Mahindra Verito 1.5 D2 BSIV,2015,227000,70000,Diesel,Individual,Manual,2,Mahindra,5,11666
Maruti Swift VDI,2011,285000,50000,Diesel,Individual,Manual,2,Maruti,9,5000
Maruti Alto LX,2012,155000,19077,Petrol,Individual,Manual,2,Maruti,8,2119
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,1,Hyundai,4,6000
Maruti Alto LXi,2009,140000,80000,Petrol,Individual,Manual,2,Maruti,11,6666
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000,Diesel,Individual,Manual,1,Toyota,5,21333
Nissan Terrano XV Premium 110 PS,2013,750000,80000,Diesel,Individual,Manual,1,Nissan,7,10000
Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,1,Maruti,4,20000
Nissan Sunny XV D Premium Leather,2015,450000,50000,Diesel,Individual,Manual,1,Nissan,5,8333
Toyota Etios Liva GD,2012,409999,56000,Diesel,Individual,Manual,1,Toyota,8,6222
Hyundai EON 1.0 Era Plus,2018,100000,21302,Petrol,Individual,Manual,1,Hyundai,2,7100
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,1,Renault,2,3500
Mahindra Bolero 2011-2019 SLX,2013,400000,107000,Diesel,Individual,Manual,1,Mahindra,7,13375
Hyundai i10 Sportz 1.2,2010,210000,60000,Petrol,Individual,Manual,2,Hyundai,10,5454
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000,Petrol,Individual,Manual,2,Hyundai,14,8000
Maruti Wagon R LXI BS IV,2010,222000,70000,Petrol,Individual,Manual,1,Maruti,10,6363
Maruti Alto 800 LXI,2015,240000,50000,Petrol,Individual,Manual,2,Maruti,5,8333
Toyota Etios Liva GD,2013,450000,70000,Diesel,Individual,Manual,2,Toyota,7,8750
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,2,Renault,7,125
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,1,Mercedes-Benz,2,3333
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,1,Audi,7,10750
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,1,BMW,1,15000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,1,Hyundai,4,10520
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,2,Maruti,8,12222
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,1,Hyundai,3,4972
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,1,Maruti,4,1420
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,1,Maruti,5,1986
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,1,Hyundai,3,2627
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,1,Chevrolet,4,8200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,1,Toyota,3,11790
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,1,Maruti,5,7662
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,1,Hyundai,8,5536
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,1,Audi,7,7312
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,1,Hyundai,15,3536
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,1,Skoda,8,5777
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,1,Hyundai,5,9223
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,1,Maruti,3,11626
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,2,Renault,7,125
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,1,Mercedes-Benz,2,3333
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,1,Audi,7,10750
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,1,BMW,1,15000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,1,Hyundai,4,10520
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,2,Maruti,8,12222
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,1,Hyundai,3,4972
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,1,Maruti,4,1420
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,1,Maruti,5,1986
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,1,Hyundai,3,2627
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,1,Chevrolet,4,8200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,1,Toyota,3,11790
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,1,Maruti,5,7662
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,1,Hyundai,8,5536
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,1,Audi,7,7312
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,1,Hyundai,15,3536
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,1,Skoda,8,5777
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,1,Hyundai,5,9223
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,1,Maruti,3,11626
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,1,Volkswagen,8,6144
Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,Diesel,Dealer,Manual,1,Tata,8,8255
Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,1,Honda,10,4434
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,1,Volkswagen,10,7965
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,Diesel,Dealer,Automatic,1,Volkswagen,3,10054
Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,1,Honda,9,1147
Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,Petrol,Dealer,Manual,1,Maruti,3,2088
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,1,Maruti,3,2436
Hyundai Grand i10 Asta,2017,550000,9748,Petrol,Dealer,Manual,1,Hyundai,3,2437
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,1,Volkswagen,8,5444
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694,Diesel,Dealer,Manual,1,Hyundai,2,6898
Hyundai Grand i10 Asta Option,2015,490000,31080,Petrol,Dealer,Manual,1,Hyundai,5,5180
Hyundai EON Era Plus,2014,260000,37605,Petrol,Dealer,Manual,1,Hyundai,6,5372
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,Diesel,Dealer,Manual,1,Hyundai,6,7978
Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,1,Tata,10,5350
Toyota Etios Cross 1.2L G,2015,421000,23839,Petrol,Dealer,Manual,1,Toyota,5,3973
Maruti Swift DDiS LDI,2016,550000,54000,Diesel,Dealer,Manual,1,Maruti,4,10800
Hyundai i10 Sportz 1.2 AT,2013,330000,38000,Petrol,Dealer,Automatic,1,Hyundai,7,4750
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,1,Volkswagen,8,5050
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,Diesel,Dealer,Automatic,1,Skoda,5,7826
Hyundai Getz GLE,2007,110000,60000,Petrol,Individual,Manual,4,Hyundai,13,4285
Renault KWID RXT Optional,2016,250000,25000,Petrol,Individual,Manual,1,Renault,4,5000
Mahindra Scorpio M2DI,2012,600000,110000,Diesel,Individual,Manual,4,Mahindra,8,12222
Ford Endeavour XLT TDCi 4X2,2008,280000,190000,Diesel,Individual,Manual,2,Ford,12,14615
Audi Q3 35 TDI Quattro Technology,2018,2700000,25000,Diesel,Individual,Automatic,1,Audi,2,8333
Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000,Petrol,Individual,Manual,1,Mahindra,12,6923
Maruti Alto K10 VXI,2019,350000,5000,Petrol,Individual,Manual,1,Maruti,1,2500
Maruti Swift VDI BSIV,2015,475000,60000,Diesel,Individual,Manual,1,Maruti,5,10000
Audi A5 Sportback,2020,4700000,1500,Diesel,Individual,Automatic,1,Audi,0,1500
Maruti Swift Dzire VDI,2018,500000,50000,Diesel,Individual,Manual,1,Maruti,2,16666
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,120000,Diesel,Individual,Manual,1,Chevrolet,6,17142
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,2,Hyundai,15,7500
Maruti Alto K10 VXI Airbag,2019,350000,5000,Petrol,Individual,Manual,1,Maruti,1,2500
BMW 7 Series Signature 730Ld,2014,4000000,47000,Diesel,Individual,Automatic,1,BMW,6,6714
Toyota Camry 2.5 Hybrid,2017,1900000,20000,Petrol,Individual,Automatic,1,Toyota,3,5000
Hyundai Santro Xing XG,2005,95000,120000,Petrol,Individual,Manual,2,Hyundai,15,7500
Hyundai Grand i10 CRDi Sportz,2015,409999,58000,Diesel,Individual,Manual,1,Hyundai,5,9666
Mahindra XUV500 W5 BSIV,2018,1050000,35000,Diesel,Individual,Manual,1,Mahindra,2,11666
Maruti Alto K10 VXI,2017,320000,30000,Petrol,Individual,Manual,1,Maruti,3,7500
Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,10000,Diesel,Individual,Manual,1,Mahindra,1,5000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,1,Toyota,3,6250
Mahindra Thar CRDe,2018,950000,20000,Diesel,Individual,Manual,1,Mahindra,2,6666
Maruti Swift Dzire ZDI,2018,750000,50000,Diesel,Individual,Manual,1,Maruti,2,16666
Hyundai EON Magna Plus,2014,220000,42000,Petrol,Individual,Manual,1,Hyundai,6,6000
Tata Hexa XM,2017,1000000,50000,Diesel,Individual,Manual,1,Tata,3,12500
Honda Mobilio E i DTEC,2017,660000,116000,Diesel,Individual,Manual,1,Honda,3,29000
Maruti Ertiga ZDI,2015,716000,100000,Diesel,Individual,Manual,1,Maruti,5,16666
Maruti Ciaz ZXi Plus,2015,675000,66000,Petrol,Individual,Manual,1,Maruti,5,11000
Mahindra Scorpio LX,2010,385000,110000,Diesel,Individual,Manual,3,Mahindra,10,10000
Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,70000,Diesel,Individual,Manual,1,Fiat,6,10000
Hyundai Creta 1.6 CRDi SX Option,2015,950000,60000,Diesel,Individual,Manual,1,Hyundai,5,10000
Ford Endeavour Hurricane Limited Edition,2007,400000,110000,Diesel,Individual,Automatic,4,Ford,13,7857
Tata Indica Vista TDI LS,2014,250000,25000,Diesel,Individual,Manual,1,Tata,6,3571
Land Rover Discovery S 2.0 SD4,2018,4000000,68000,Petrol,Individual,Automatic,1,Other,2,22666
Maruti Alto 800 LXI,2014,210000,20000,Petrol,Individual,Manual,1,Maruti,6,2857
Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,Petrol,Individual,Manual,2,Hyundai,9,11000
Maruti Vitara Brezza VDi Option,2018,725000,26350,Diesel,Individual,Manual,1,Maruti,2,8783
Mahindra Scorpio SLE BSIV,2012,550000,90000,Diesel,Individual,Manual,1,Mahindra,8,10000
Hyundai i20 Sportz Option 1.2,2016,475000,25000,Petrol,Individual,Manual,1,Hyundai,4,5000
Hyundai Santro Xing GLS,2014,250000,50000,Petrol,Individual,Manual,2,Hyundai,6,7142
Tata Indica LSI,2006,70000,60000,Petrol,Individual,Manual,2,Tata,14,4000
Hyundai EON Era Plus,2012,160000,70000,Petrol,Individual,Manual,3,Hyundai,8,7777
Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,Diesel,Individual,Automatic,2,Ford,9,9000
Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,1,Hyundai,19,3500
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,1,Hyundai,3,6625
Tata Indigo CR4,2013,170000,60000,Diesel,Individual,Manual,1,Tata,7,7500
Mahindra Scorpio S11 BSIV,2018,1300000,35000,Diesel,Individual,Manual,1,Mahindra,2,11666
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,1,Hyundai,0,10000
Maruti Ritz LXI,2009,300000,15000,Petrol,Individual,Manual,1,Maruti,11,1250
Hyundai i20 Magna 1.2,2016,600000,25000,Petrol,Individual,Manual,1,Hyundai,4,5000
Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,1,Hyundai,3,12500
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,Petrol,Individual,Manual,1,Hyundai,1,12500
Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,2,Maruti,13,3714
Honda Brio 1.2 S MT,2017,400000,15000,Petrol,Individual,Manual,1,Honda,3,3750
Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,1,Tata,9,2000
Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,1,Hyundai,7,11250
Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,2,Tata,9,6000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,23000,Petrol,Individual,Manual,1,Skoda,5,3833
Maruti Alto K10 VXI,2018,380000,22155,Petrol,Individual,Manual,1,Maruti,2,7385
Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,1,Tata,9,2000
Maruti Ciaz 1.4 Delta,2018,650000,70000,Petrol,Individual,Manual,1,Maruti,2,23333
Maruti Alto LX,2009,150000,60000,Petrol,Individual,Manual,2,Maruti,11,5000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,1,Ford,2,11666
Mahindra XUV500 W8 4WD,2012,650000,71042,Diesel,Dealer,Manual,1,Mahindra,8,7893
Mitsubishi Pajero Sport 4X4,2012,1025000,167870,Diesel,Dealer,Manual,2,Other,8,18652
Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,Diesel,Dealer,Manual,1,Ford,9,13356
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,1,Mercedes-Benz,2,3333
BMW 3 Series 320d Sport,2013,1490000,40000,Diesel,Dealer,Automatic,1,BMW,7,5000
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,1,BMW,1,15000
Honda City i-VTEC CVT ZX,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,1,Honda,2,7679
Chevrolet Beat Diesel LS,2011,95000,70000,Diesel,Individual,Manual,1,Chevrolet,9,7000
BMW 3 Series GT Luxury Line,2017,3050000,30000,Diesel,Individual,Automatic,1,BMW,3,7500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,1,Hyundai,3,4972
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,1,Maruti,5,1986
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,1,Hyundai,3,2627
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,1,Chevrolet,4,8200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,1,Toyota,3,11790
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,1,Hyundai,8,5536
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,1,Audi,7,7312
Maruti Baleno Delta 1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,1,Maruti,3,10902
Maruti Baleno Alpha CVT,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,1,Maruti,2,3737
Hyundai i20 1.4 Magna Executive,2013,280000,52000,Diesel,Dealer,Manual,1,Hyundai,7,6500
Maruti Baleno Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,1,Maruti,4,9843
Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,Diesel,Individual,Manual,1,Mahindra,5,15000
Hyundai Xcent 1.2 Kappa S,2015,375000,70000,Petrol,Individual,Manual,1,Hyundai,5,11666
Honda City VTEC,2003,310000,90000,Petrol,Individual,Manual,4,Honda,17,5000
Maruti Swift Dzire VDi,2011,375000,190000,Diesel,Individual,Manual,3,Maruti,9,19000
Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,Diesel,Individual,Automatic,1,Ford,4,21200
Tata Xenon XT EX 4X2,2012,400000,80000,Diesel,Individual,Manual,2,Tata,8,8888
Nissan Terrano XL Plus 85 PS,2014,550000,80000,Diesel,Individual,Manual,2,Nissan,6,11428
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,1,Maruti,2,6666
Maruti Ertiga ZDI,2012,555000,110000,Diesel,Individual,Manual,2,Maruti,8,12222
Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,2,Ford,7,7500
Skoda Laura Elegance 1.9 TDI  AT,2010,400000,130000,Diesel,Individual,Automatic,2,Skoda,10,11818
Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,1,Hyundai,3,7209
Tata Indica GLS BS IV,2008,80000,200000,Petrol,Individual,Manual,1,Tata,12,15384
Tata Indica DLS,2006,55000,100000,Diesel,Individual,Manual,1,Tata,14,6666
Maruti Alto 800 LXI Airbag,2014,250000,50000,Petrol,Individual,Manual,1,Maruti,6,7142
Mahindra Bolero SLX 2WD,2010,250000,190000,Diesel,Individual,Manual,4,Mahindra,10,17272
Mahindra Jeep MM 540,2007,95000,100000,Diesel,Individual,Manual,2,Mahindra,13,7142
Mahindra Scorpio 1.99 S10,2014,725000,135000,Diesel,Individual,Manual,2,Mahindra,6,19285
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,3,Mahindra,5,8333
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,3,Skoda,6,19285
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,1,Chevrolet,8,5555
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,1,Honda,2,6523
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,1,Honda,2,9866
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,1,Maruti,9,7000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,1,Maruti,2,5000
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,1,Maruti,1,25000
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,1,Renault,3,3375
Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,1,Audi,2,7333
Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,1,Honda,2,8333
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,3,Toyota,10,7272
Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,1,Honda,2,13000
Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,1,Maruti,4,12000
Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,1,Honda,2,16333
Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,1,Honda,2,16200
Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,2,Hyundai,3,5000
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,1,Mahindra,4,5000
Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,1,Maruti,12,9230
Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,1,Maruti,1,15000
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,1,Renault,5,5833
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,1,Audi,7,10750
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,1,Audi,5,21273
Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,2,Tata,2,18000
Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,1,Audi,6,14622
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,1,Audi,6,8891
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,2,Hyundai,15,5625
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,1,Ford,2,7131
Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,1,Datsun,5,5447
Mahindra Jeep CJ 500 DI,2006,575000,1001,Diesel,Dealer,Manual,1,Mahindra,14,66
Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,1,Renault,3,5500
Hyundai Grand i10 Magna,2017,480000,53261,Petrol,Dealer,Manual,1,Hyundai,3,13315
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,53000,Diesel,Dealer,Automatic,1,Other,4,10600
Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,1,Renault,2,3333
Maruti Baleno Alpha 1.3,2017,835000,14000,Diesel,Dealer,Manual,1,Maruti,3,3500
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,Petrol,Dealer,Manual,1,Volkswagen,3,11000
Toyota Etios VD,2014,670000,39895,Diesel,Dealer,Manual,1,Toyota,6,5699
Chevrolet Cruze LTZ AT,2017,950000,73000,Diesel,Dealer,Automatic,1,Chevrolet,3,18250
Honda City i-VTEC SV,2014,690000,17000,Petrol,Dealer,Manual,1,Honda,6,2428
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,Petrol,Dealer,Manual,1,Volkswagen,3,4647
Tata Nexon 1.5 Revotorq XZ,2017,925000,26766,Diesel,Dealer,Manual,1,Tata,3,6691
Hyundai EON Magna Plus,2015,250000,30000,Petrol,Individual,Manual,1,Hyundai,5,5000
Tata Sumo Gold EX,2016,509999,42000,Diesel,Individual,Manual,1,Tata,4,8400
Honda City i DTEC VX,2014,520000,110000,Diesel,Individual,Manual,1,Honda,6,15714
Tata Indica DLE,2005,100000,100000,Diesel,Individual,Manual,1,Tata,15,6250
Tata Indica DLS,2006,85000,300000,Diesel,Individual,Manual,2,Tata,14,20000
Tata Indigo LX,2009,130000,110000,Diesel,Individual,Manual,3,Tata,11,9166
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,1,Ford,2,9206
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,1,Ford,5,11666
Honda City S,2012,320000,50000,Petrol,Individual,Manual,2,Honda,8,5555
Maruti Swift Dzire VDI,2015,480000,50000,Diesel,Individual,Manual,1,Maruti,5,8333
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,46000,Diesel,Individual,Automatic,1,Mercedes-Benz,6,6571
Toyota Innova 2.5 VX 8 STR,2012,790000,82000,Diesel,Individual,Manual,1,Toyota,8,9111
Maruti Omni MPI STD BSIV,2016,120000,120000,Petrol,Individual,Manual,1,Maruti,4,24000
Maruti Alto LXi,2006,75000,80000,Petrol,Individual,Manual,3,Maruti,14,5333
Tata Indica GLS BS IV,2010,99000,70000,Petrol,Individual,Manual,1,Tata,10,6363
Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,20000,Diesel,Individual,Manual,1,Maruti,2,6666
Mahindra Xylo D4 BSIV,2013,250000,200000,Diesel,Individual,Manual,2,Mahindra,7,25000
Toyota Innova Crysta 2.5 VX BS IV,2011,520000,120000,Diesel,Individual,Manual,1,Toyota,9,12000
Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,30000,Diesel,Individual,Automatic,1,Hyundai,2,10000
Toyota Innova 2.5 V Diesel 7-seater,2005,200000,223000,Diesel,Individual,Manual,1,Toyota,15,13937
Maruti Swift Dzire VDI,2016,525000,60000,Diesel,Individual,Manual,1,Maruti,4,12000
Hyundai i20 Asta 1.2,2016,500000,40000,Petrol,Individual,Manual,1,Hyundai,4,8000
Mahindra Scorpio S2 7 Seater,2016,675000,161327,Diesel,Individual,Manual,1,Mahindra,4,32265
Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,Petrol,Individual,Manual,3,Hyundai,11,5000
Mahindra Bolero DI,2007,250000,50000,Diesel,Individual,Manual,1,Mahindra,13,3571
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,1,Hyundai,2,2000
Hyundai Santro Xing XS,2009,150000,68000,Petrol,Individual,Manual,2,Hyundai,11,5666
